timesteps,wall_time,num_episodes,max_episode_rewards,mean_episode_rewards,min_episode_rewards,max_episode_len,mean_episode_len,min_episode_len,mean_timeouts,val_max_episode_rewards,val_mean_episode_rewards,val_min_episode_rewards,val_max_episode_len,val_mean_episode_len,val_min_episode_len,val_mean_timeouts
54001664,101749.36286306381,190289,10.0,7.25,0.0,500,183.825,0,0.0,10.0,6.5,0.0,500,206.7,0,0.0
54067200,101873.90856027603,190623,10.0,7.0,0.0,500,193.925,0,0.0,10.0,7.5,0.0,500,169.175,0,0.0
54132736,101992.04266834259,190965,10.0,7.5,0.0,500,175.925,0,0.0,10.0,7.25,0.0,500,174.8,0,0.0
54198272,102120.41124200821,191319,10.0,6.25,0.0,500,232.55,0,0.0,10.0,6.75,0.0,500,192.525,0,0.0
54263808,102234.60289096832,191654,10.0,7.0,0.0,500,198.625,0,0.0,10.0,5.75,0.0,500,251.7,0,0.0
54329344,102347.44323158264,191995,10.0,8.25,0.0,500,138.125,0,0.0,10.0,6.75,0.0,500,205.55,0,0.0
54394880,102478.29660606384,192354,10.0,7.75,0.0,500,162.45,0,0.0,10.0,5.25,0.0,500,280.7,0,0.0
54460416,102595.72321915627,192752,10.0,7.5,0.0,500,173.2,0,0.0,10.0,8.5,0.0,500,131.7,0,0.0
54525952,102708.42505455017,193125,10.0,6.5,0.0,500,226.125,0,0.0,10.0,7.75,0.0,500,147.55,0,0.0
54591488,102827.88677024841,193492,10.0,8.25,0.0,500,151.025,0,0.0,10.0,6.5,0.0,500,211.175,0,0.0
54657024,102945.93591976166,193875,10.0,7.5,0.0,500,166.125,0,0.0,10.0,7.0,0.0,500,193.0,0,0.0
54722560,103055.1592657566,194250,10.0,7.25,0.0,500,191.475,0,0.025,10.0,7.0,0.0,500,176.575,0,0.0
54788096,103170.59225034714,194589,10.0,8.0,0.0,500,154.75,0,0.0,10.0,7.5,0.0,500,177.575,0,0.0
54853632,103286.10366606712,194920,10.0,7.0,0.0,500,208.6,0,0.0,10.0,8.25,0.0,500,133.25,0,0.025
54919168,103393.71929812431,195301,10.0,7.0,0.0,500,183.125,0,0.0,10.0,7.25,0.0,500,170.775,0,0.025
54984704,103509.50160479546,195655,10.0,6.25,0.0,500,231.0,0,0.025,10.0,6.75,0.0,500,204.725,0,0.0
55050240,103630.90457749367,196033,10.0,6.5,0.0,500,205.25,0,0.025,10.0,8.0,0.0,500,176.125,0,0.0
55115776,103737.46931862831,196399,10.0,6.75,0.0,500,216.225,0,0.025,10.0,7.75,0.0,500,144.55,0,0.025
55181312,103860.55143356323,196810,10.0,8.25,0.0,500,130.4,0,0.0,10.0,7.5,0.0,500,171.975,0,0.0
55246848,103978.48145484924,197144,10.0,6.75,0.0,500,195.125,0,0.0,10.0,7.25,0.0,500,181.05,0,0.0
55312384,104090.28039979935,197499,10.0,8.0,0.0,500,147.3,0,0.0,10.0,7.25,0.0,500,166.025,0,0.0
55377920,104203.53413820267,197838,10.0,8.5,0.0,500,139.525,0,0.0,10.0,6.75,0.0,500,235.325,0,0.0
55443456,104325.73127913475,198231,10.0,6.5,0.0,500,213.675,0,0.0,10.0,8.25,0.0,500,141.9,0,0.0
55508992,104438.2818133831,198596,10.0,7.75,0.0,500,146.275,0,0.0,10.0,8.25,0.0,500,149.8,0,0.0
55574528,104553.5704445839,198915,10.0,6.75,0.0,500,210.75,0,0.0,10.0,7.0,0.0,500,189.075,0,0.0
55640064,104674.43163347244,199278,10.0,7.0,0.0,500,198.975,0,0.0,10.0,8.0,0.0,500,168.9,0,0.0
55705600,104805.84944462776,199667,10.0,6.5,0.0,500,218.525,0,0.0,10.0,8.0,0.0,500,141.125,0,0.0
55771136,104929.08316874504,200013,10.0,7.0,0.0,500,187.45,0,0.0,10.0,7.5,0.0,500,164.25,0,0.0
55836672,105060.68053412437,200370,10.0,6.25,0.0,500,229.7,0,0.0,10.0,7.25,0.0,500,172.15,0,0.0
55902208,105187.09176421165,200743,10.0,8.0,0.0,500,141.45,0,0.0,10.0,8.0,0.0,500,146.25,0,0.0
55967744,105316.62841129303,201165,10.0,7.75,0.0,500,185.975,0,0.0,10.0,7.25,0.0,500,191.375,0,0.0
56033280,105443.30506157875,201515,10.0,8.5,0.0,500,116.075,0,0.0,10.0,7.5,0.0,500,167.65,0,0.025
56098816,105588.00623393059,201961,10.0,7.75,0.0,500,141.575,0,0.0,10.0,8.0,0.0,500,160.175,0,0.0
56164352,105700.45936894417,202328,10.0,7.75,0.0,500,153.825,0,0.025,10.0,6.25,0.0,500,212.05,0,0.025
56229888,105822.0131046772,202688,10.0,8.0,0.0,500,153.275,0,0.0,10.0,8.25,0.0,500,147.45,0,0.0
56295424,105943.6038441658,203064,10.0,8.0,0.0,500,138.15,0,0.025,10.0,6.75,0.0,500,194.4,0,0.0
56360960,106067.1594069004,203386,10.0,6.5,0.0,500,216.625,0,0.0,10.0,7.5,0.0,500,157.175,0,0.0
56426496,106186.17414522171,203807,10.0,6.25,0.0,500,220.9,0,0.0,10.0,7.5,0.0,500,160.7,0,0.0
56492032,106316.49232554436,204181,10.0,8.75,0.0,500,114.175,0,0.0,10.0,6.75,0.0,500,210.075,0,0.0
56557568,106448.69270467758,204591,10.0,8.5,0.0,500,131.65,0,0.0,10.0,8.25,0.0,500,132.5,0,0.0
56623104,106569.67260336876,204983,10.0,8.25,0.0,500,153.65,0,0.025,10.0,8.0,0.0,500,132.075,0,0.025
56688640,106695.2376177311,205344,10.0,8.5,0.0,500,109.85,0,0.0,10.0,7.75,0.0,500,167.05,0,0.0
56754176,106827.98866987228,205740,10.0,7.5,0.0,500,163.9,0,0.0,10.0,6.25,0.0,500,232.325,0,0.0
56819712,106960.05574345589,206150,10.0,7.25,0.0,500,186.3,0,0.0,10.0,6.75,0.0,500,222.175,0,0.025
56885248,107079.63501524925,206503,10.0,7.75,0.0,500,175.0,0,0.0,10.0,7.5,0.0,500,163.225,0,0.0
56950784,107207.15969800949,206877,10.0,7.5,0.0,500,159.75,0,0.0,10.0,7.75,0.0,500,147.5,0,0.0
57016320,107326.34600615501,207304,10.0,8.0,0.0,500,157.675,0,0.0,10.0,7.5,0.0,500,176.925,0,0.025
57081856,107446.43091082573,207635,10.0,8.25,0.0,500,128.85,0,0.0,10.0,7.5,0.0,500,172.85,0,0.0
57147392,107566.4123032093,208047,10.0,8.0,0.0,500,146.45,0,0.0,10.0,8.0,0.0,500,158.325,0,0.0
57212928,107696.58629775047,208420,10.0,7.5,0.0,500,163.075,0,0.025,10.0,7.0,0.0,500,188.175,0,0.0
57278464,107811.96243882179,208788,10.0,7.5,0.0,500,172.125,0,0.025,10.0,7.25,0.0,500,190.9,0,0.0
57344000,107929.70517063141,209148,10.0,8.5,0.0,500,122.825,0,0.0,10.0,7.5,0.0,500,175.25,0,0.0
57409536,108053.73697257042,209527,10.0,8.5,0.0,500,124.525,0,0.025,10.0,7.5,0.0,500,166.6,0,0.0
57475072,108177.00981974602,209897,10.0,6.5,0.0,500,219.125,0,0.0,10.0,7.75,0.0,500,148.45,0,0.025
57540608,108297.30921673775,210246,10.0,7.25,0.0,500,177.1,0,0.0,10.0,7.5,0.0,500,165.15,0,0.0
57606144,108412.60028100014,210646,10.0,8.0,0.0,500,150.875,0,0.0,10.0,8.0,0.0,500,147.7,0,0.0
57671680,108545.32614731789,211028,10.0,7.5,0.0,500,166.075,0,0.0,10.0,6.75,0.0,500,185.325,0,0.0
57737216,108664.29773616791,211381,10.0,7.25,0.0,500,175.7,0,0.025,10.0,6.75,0.0,500,213.7,0,0.0
57802752,108790.86801195145,211782,10.0,9.0,0.0,500,103.025,0,0.0,10.0,7.75,0.0,500,143.1,0,0.0
57868288,108912.47427797318,212187,10.0,8.0,0.0,500,138.1,0,0.0,10.0,7.25,0.0,500,178.9,0,0.0
57933824,109037.42655539513,212589,10.0,8.25,0.0,500,137.5,0,0.0,10.0,8.5,0.0,500,110.55,0,0.0
57999360,109153.35426354408,212949,10.0,7.5,0.0,500,173.05,0,0.0,10.0,7.5,0.0,500,161.4,0,0.0
58064896,109281.49402666092,213374,10.0,8.5,0.0,500,127.075,0,0.0,10.0,7.0,0.0,500,188.35,0,0.0
58130432,109402.53813576698,213718,10.0,6.75,0.0,500,208.175,0,0.0,10.0,8.0,0.0,500,147.375,0,0.0
58195968,109514.07434511185,214156,10.0,7.5,0.0,500,176.675,0,0.0,10.0,7.0,0.0,500,184.15,0,0.0
58261504,109639.2833044529,214538,10.0,8.0,0.0,500,141.225,0,0.0,10.0,8.0,0.0,500,139.675,0,0.0
58327040,109764.83411169052,214934,10.0,8.0,0.0,500,155.9,0,0.0,10.0,8.25,0.0,500,145.575,0,0.0
58392576,109879.76354169846,215301,10.0,8.25,0.0,500,122.0,0,0.0,10.0,7.25,0.0,500,175.7,0,0.0
58458112,110018.07512164116,215684,10.0,8.0,0.0,500,136.425,0,0.025,10.0,5.75,0.0,500,243.875,0,0.0
58523648,110137.59011650085,216097,10.0,7.5,0.0,500,157.2,0,0.0,10.0,8.0,0.0,500,155.275,0,0.0
58589184,110252.72029185295,216472,10.0,7.5,0.0,500,188.525,0,0.025,10.0,7.75,0.0,500,160.375,0,0.0
58654720,110380.47232556343,216884,10.0,7.75,0.0,500,154.25,0,0.0,10.0,6.75,0.0,500,207.525,0,0.0
58720256,110506.41518974304,217264,10.0,6.5,0.0,500,205.375,0,0.0,10.0,7.5,0.0,500,164.025,0,0.0
58785792,110620.86116743088,217677,10.0,8.75,0.0,500,118.35,0,0.0,10.0,8.25,0.0,500,125.75,0,0.0
58851328,110738.72011208534,218091,10.0,7.0,0.0,500,195.575,0,0.025,10.0,8.75,0.0,500,114.05,0,0.0
58916864,110860.82354974747,218470,10.0,8.5,0.0,500,134.825,0,0.0,10.0,6.25,0.0,500,228.675,0,0.025
58982400,110975.71038079262,218869,10.0,7.25,0.0,500,215.625,0,0.0,10.0,7.75,0.0,500,153.75,0,0.0
59047936,111093.89925575256,219281,10.0,8.0,0.0,500,150.725,0,0.0,10.0,7.5,0.0,500,160.975,0,0.0
59113472,111215.05336284637,219650,10.0,8.0,0.0,500,136.55,0,0.0,10.0,8.5,0.0,500,127.975,0,0.0
59179008,111324.92022752762,220042,10.0,7.25,0.0,500,190.75,0,0.0,10.0,7.75,0.0,500,167.025,0,0.0
59244544,111455.08968925476,220420,10.0,7.75,0.0,500,167.775,0,0.0,10.0,7.5,0.0,500,166.175,0,0.0
59310080,111572.09042263031,220836,10.0,8.0,0.0,500,146.8,0,0.0,10.0,7.25,0.0,500,196.425,0,0.0
59375616,111701.04555678368,221239,10.0,7.0,0.0,500,191.725,0,0.0,10.0,7.75,0.0,500,149.275,0,0.0
59441152,111844.16513943672,221626,10.0,6.75,0.0,500,223.725,0,0.0,10.0,8.5,0.0,500,116.075,0,0.0
59506688,111967.2322769165,222065,10.0,6.75,0.0,500,206.125,0,0.0,10.0,8.0,0.0,500,146.075,0,0.0
59572224,112094.71363759041,222454,10.0,6.5,0.0,500,223.525,0,0.0,10.0,8.25,0.0,500,156.675,0,0.0
59637760,112224.43950891495,222856,10.0,8.25,0.0,500,161.025,0,0.0,10.0,7.75,0.0,500,197.875,0,0.025
59703296,112367.57941889763,223281,10.0,8.25,0.0,500,140.45,0,0.0,10.0,8.5,0.0,500,155.65,0,0.0
59768832,112499.52429151535,223670,10.0,7.5,0.0,500,182.475,0,0.0,10.0,7.25,0.0,500,201.975,0,0.0
59834368,112631.06425786018,224015,10.0,8.75,0.0,500,132.05,0,0.025,10.0,7.5,0.0,500,174.375,0,0.0
59899904,112763.87405443192,224416,10.0,6.75,0.0,500,197.0,0,0.025,10.0,7.25,0.0,500,194.85,0,0.025
59965440,112903.50340771675,224852,10.0,7.5,0.0,500,175.0,0,0.025,10.0,8.25,0.0,500,122.625,0,0.0
60030976,113032.49162626266,225267,10.0,8.25,0.0,500,155.4,0,0.0,10.0,7.5,0.0,500,159.9,0,0.0
60096512,113173.64303302765,225658,10.0,7.0,0.0,500,204.5,0,0.0,10.0,7.5,0.0,500,184.15,0,0.0
60162048,113313.48368167877,226053,10.0,7.5,0.0,500,164.1,0,0.0,10.0,7.75,0.0,500,156.575,0,0.0
60227584,113452.57958292961,226433,10.0,7.75,0.0,500,177.125,0,0.0,10.0,8.5,0.0,500,129.5,0,0.0
60293120,113573.82059502602,226845,10.0,8.5,0.0,500,130.8,0,0.0,10.0,8.25,0.0,500,130.575,0,0.0
60358656,113708.66114020348,227275,10.0,8.0,0.0,500,147.825,0,0.0,10.0,8.0,0.0,500,164.275,0,0.0
60424192,113838.80573225021,227660,10.0,8.25,0.0,500,130.2,0,0.0,10.0,7.5,0.0,500,168.8,0,0.025
60489728,113983.88551902771,228055,10.0,6.5,0.0,500,226.575,0,0.0,10.0,6.75,0.0,500,199.725,0,0.0
60555264,114110.08793950081,228454,10.0,8.0,0.0,500,143.25,0,0.0,10.0,7.5,0.0,500,183.325,0,0.0
60620800,114258.06832909584,228869,10.0,8.0,0.0,500,141.575,0,0.0,10.0,8.5,0.0,500,126.425,0,0.025
60686336,114399.51074719429,229292,10.0,7.75,0.0,500,175.775,0,0.0,10.0,8.75,0.0,500,122.35,0,0.0
60751872,114542.26824951172,229679,10.0,7.25,0.0,500,197.2,0,0.025,10.0,7.75,0.0,500,140.375,0,0.0
60817408,114677.81870126724,230108,10.0,7.25,0.0,500,191.9,0,0.025,10.0,8.25,0.0,500,118.975,0,0.025
60882944,114808.79135894775,230519,10.0,7.75,0.0,500,154.65,0,0.0,10.0,7.25,0.0,500,173.125,0,0.0
60948480,114933.11124229431,230930,10.0,8.0,0.0,500,141.475,0,0.025,10.0,8.25,0.0,500,153.45,0,0.025
61014016,115046.98194050789,231339,10.0,8.0,0.0,500,131.35,0,0.0,10.0,7.0,0.0,500,220.675,0,0.0
61079552,115166.91450190544,231753,10.0,7.75,0.0,500,153.4,0,0.025,10.0,9.0,0.0,500,106.45,0,0.0
61145088,115297.17494511604,232182,10.0,8.0,0.0,500,135.575,0,0.0,10.0,8.5,0.0,500,112.45,0,0.025
61210624,115418.11865282059,232590,10.0,9.25,0.0,500,106.175,0,0.0,10.0,8.5,0.0,500,139.9,0,0.0
61276160,115534.81074023247,233038,10.0,7.75,0.0,500,166.975,0,0.0,10.0,8.0,0.0,500,130.875,0,0.0
61341696,115657.15288257599,233431,10.0,7.5,0.0,500,167.775,0,0.0,10.0,9.25,0.0,500,102.025,0,0.0
61407232,115775.45399522781,233785,10.0,7.75,0.0,500,170.125,0,0.025,10.0,7.25,0.0,500,192.25,0,0.0
61472768,115888.2109284401,234210,10.0,7.75,0.0,500,157.5,0,0.0,10.0,8.25,0.0,500,130.5,0,0.0
61538304,116012.4340429306,234682,10.0,8.25,0.0,500,160.8,0,0.0,10.0,8.0,0.0,500,153.6,0,0.0
61603840,116141.80824685097,235050,10.0,9.0,0.0,500,105.925,0,0.0,10.0,7.0,0.0,500,187.55,0,0.025
61669376,116252.91758918762,235482,10.0,8.25,0.0,500,145.8,0,0.0,10.0,7.75,0.0,500,147.85,0,0.0
61734912,116385.8863170147,235903,10.0,8.25,0.0,500,121.65,0,0.0,10.0,8.0,0.0,500,158.5,0,0.025
61800448,116511.86433577538,236340,10.0,7.0,0.0,500,189.65,0,0.0,10.0,8.0,0.0,500,148.65,0,0.0
61865984,116620.88281464577,236730,10.0,8.5,0.0,500,120.45,0,0.0,10.0,7.75,0.0,500,153.3,0,0.0
61931520,116741.97453594208,237161,10.0,7.75,0.0,500,165.025,0,0.0,10.0,7.0,0.0,500,201.3,0,0.0
61997056,116867.92620611191,237597,10.0,7.25,0.0,500,183.175,0,0.0,10.0,8.25,0.0,500,141.6,0,0.0
62062592,116981.52635335922,238008,10.0,7.75,0.0,500,155.225,0,0.025,10.0,8.25,0.0,500,125.5,0,0.0
62128128,117115.75459122658,238496,10.0,8.5,0.0,500,128.6,0,0.025,10.0,7.5,0.0,500,171.575,0,0.025
62193664,117235.44327640533,238884,10.0,8.25,0.0,500,147.15,0,0.0,10.0,8.25,0.0,500,128.175,0,0.0
62259200,117363.35550618172,239322,10.0,8.5,0.0,500,144.025,0,0.0,10.0,7.75,0.0,500,156.95,0,0.0
62324736,117488.17952561378,239725,10.0,7.5,0.0,500,182.95,0,0.0,10.0,7.75,0.0,500,161.3,0,0.0
62390272,117624.39172363281,240168,10.0,8.5,0.0,500,125.1,0,0.025,10.0,8.25,0.0,500,128.975,0,0.0
62455808,117756.39224624634,240619,10.0,8.5,0.0,500,111.775,0,0.0,10.0,8.5,0.0,500,123.275,0,0.0
62521344,117881.20089054108,241055,10.0,8.75,0.0,500,123.475,0,0.025,10.0,8.25,0.0,500,117.875,0,0.0
62586880,118012.21511220932,241487,10.0,8.25,0.0,500,144.775,0,0.0,10.0,7.75,0.0,500,166.5,0,0.025
62652416,118148.92719984055,241905,10.0,7.25,0.0,500,185.275,0,0.0,10.0,8.5,0.0,500,141.625,0,0.0
62717952,118292.59171319008,242387,10.0,9.25,0.0,500,104.45,0,0.0,10.0,8.75,0.0,500,117.825,0,0.0
62783488,118427.32611608505,242730,10.0,9.0,0.0,500,89.125,0,0.0,10.0,7.75,0.0,500,152.1,0,0.025
62849024,118557.30881929398,243121,10.0,5.5,0.0,500,264.8,0,0.025,10.0,7.25,0.0,500,200.3,0,0.0
62914560,118691.787607193,243598,10.0,8.0,0.0,500,140.45,0,0.0,10.0,7.5,0.0,500,161.425,0,0.0
62980096,118834.7496869564,244031,10.0,8.25,0.0,500,124.9,0,0.0,10.0,7.75,0.0,500,155.6,0,0.0
63045632,118957.17956519127,244452,10.0,7.75,0.0,500,174.975,0,0.025,10.0,7.5,0.0,500,161.075,0,0.025
63111168,119097.40919876099,244888,10.0,8.0,0.0,500,169.875,0,0.0,10.0,8.75,0.0,500,110.025,0,0.0
63176704,119225.47571730614,245335,10.0,8.0,0.0,500,158.8,0,0.0,10.0,7.0,0.0,500,186.475,0,0.0
63242240,119356.10041165352,245738,10.0,7.5,0.0,500,172.65,0,0.025,10.0,9.0,0.0,500,106.125,0,0.0
63307776,119487.7245399952,246223,10.0,8.25,0.0,500,122.85,0,0.0,10.0,8.25,0.0,500,140.425,0,0.0
63373312,119625.63906812668,246667,10.0,8.0,0.0,500,173.625,0,0.0,10.0,8.5,0.0,500,114.075,0,0.0
63438848,119748.8128914833,247099,10.0,7.75,0.0,500,185.675,0,0.0,10.0,7.5,0.0,500,156.275,0,0.0
63504384,119870.20170402527,247514,10.0,9.0,0.0,500,91.225,0,0.0,10.0,8.25,0.0,500,136.9,0,0.0
63569920,119995.68907117844,247918,10.0,7.75,0.0,500,152.2,0,0.0,10.0,7.75,0.0,500,163.675,0,0.025
63635456,120118.74712634087,248355,10.0,8.5,0.0,500,128.575,0,0.025,10.0,6.5,0.0,500,201.425,0,0.0
63700992,120245.81864714622,248815,10.0,8.5,0.0,500,135.825,0,0.0,10.0,7.25,0.0,500,189.15,0,0.0
63766528,120373.5494132042,249200,10.0,8.75,0.0,500,94.675,0,0.0,10.0,8.0,0.0,500,158.45,0,0.0
63832064,120512.59600400925,249652,10.0,7.75,0.0,500,162.6,0,0.0,10.0,7.75,0.0,500,154.325,0,0.0
63897600,120658.32318139076,250102,10.0,8.0,0.0,500,157.7,0,0.0,10.0,8.75,0.0,500,127.025,0,0.0
63963136,120782.63317084312,250539,10.0,7.5,0.0,500,165.975,0,0.0,10.0,8.25,0.0,500,144.9,0,0.0
64028672,120906.56330490112,251017,10.0,8.0,0.0,500,154.125,0,0.0,10.0,7.0,0.0,500,186.6,0,0.025
64094208,121036.98099184036,251477,10.0,8.0,0.0,500,155.375,0,0.0,10.0,6.75,0.0,500,203.3,0,0.025
64159744,121169.57918024063,251919,10.0,7.75,0.0,500,158.175,0,0.0,10.0,8.0,0.0,500,146.6,0,0.025
64225280,121304.467720747,252358,10.0,6.75,0.0,500,195.775,0,0.0,10.0,8.5,0.0,500,125.7,0,0.0
64290816,121438.26620459557,252814,10.0,8.0,0.0,500,135.975,0,0.0,10.0,7.25,0.0,500,183.55,0,0.025
64356352,121564.42118430138,253253,10.0,7.25,0.0,500,187.95,0,0.0,10.0,8.25,0.0,500,138.85,0,0.0
64421888,121698.71497225761,253654,10.0,7.5,0.0,500,179.925,0,0.0,10.0,7.0,0.0,500,193.05,0,0.0
64487424,121839.78794884682,254119,10.0,7.75,0.0,500,156.45,0,0.0,10.0,7.75,0.0,500,149.9,0,0.0
64552960,121958.64119791985,254624,10.0,9.25,0.0,500,79.775,0,0.0,10.0,7.5,0.0,500,181.925,0,0.0
64618496,122088.95848250389,255070,10.0,8.25,0.0,500,121.575,0,0.0,10.0,7.5,0.0,500,203.75,0,0.0
64684032,122223.2540807724,255546,10.0,9.0,0.0,500,104.825,0,0.0,10.0,8.25,0.0,500,127.975,0,0.0
64749568,122347.49004340172,255989,10.0,8.0,0.0,500,144.925,0,0.0,10.0,8.5,0.0,500,120.6,0,0.0
64815104,122469.0800383091,256441,10.0,8.0,0.0,500,143.9,0,0.0,10.0,8.5,0.0,500,140.225,0,0.0
64880640,122603.23398518562,256911,10.0,9.0,0.0,500,113.2,0,0.0,10.0,7.25,0.0,500,173.825,0,0.025
64946176,122724.42794036865,257335,10.0,6.75,0.0,500,200.175,0,0.0,10.0,7.0,0.0,500,204.45,0,0.0
65011712,122860.66184210777,257787,10.0,8.25,0.0,500,135.375,0,0.025,10.0,8.0,0.0,500,158.85,0,0.0
65077248,123000.20873475075,258230,10.0,8.25,0.0,500,133.475,0,0.025,10.0,8.25,0.0,500,141.35,0,0.0
65142784,123128.70193386078,258677,10.0,8.5,0.0,500,125.35,0,0.0,10.0,7.75,0.0,500,164.65,0,0.0
65208320,123256.38324332237,259130,10.0,7.75,0.0,500,151.575,0,0.0,10.0,7.75,0.0,500,171.25,0,0.0
65273856,123384.1153318882,259580,10.0,8.0,0.0,500,150.575,0,0.0,10.0,8.75,0.0,500,123.725,0,0.0
65339392,123521.31603860855,260011,10.0,8.0,0.0,500,171.775,0,0.0,10.0,9.0,0.0,500,111.05,0,0.0
65404928,123642.7103714943,260454,10.0,8.75,0.0,500,111.725,0,0.0,10.0,8.25,0.0,500,146.5,0,0.0
65470464,123791.52929162979,260858,10.0,7.75,0.0,500,162.425,0,0.025,10.0,7.25,0.0,500,173.6,0,0.0
65536000,123927.81500554085,261298,10.0,8.5,0.0,500,142.05,0,0.0,10.0,8.5,0.0,500,119.275,0,0.0
65601536,124068.15680170059,261747,10.0,7.5,0.0,500,153.175,0,0.0,10.0,9.5,0.0,500,87.225,0,0.0
65667072,124227.41114068031,262159,10.0,8.75,0.0,500,128.0,0,0.0,10.0,7.5,0.0,500,153.85,0,0.025
65732608,124379.93977546692,262660,10.0,8.5,0.0,500,115.975,0,0.0,10.0,8.5,0.0,500,115.925,0,0.025
65798144,124509.07383036613,263050,10.0,7.75,0.0,500,156.7,0,0.0,10.0,8.75,0.0,500,121.525,0,0.0
65863680,124646.57509589195,263514,10.0,7.0,0.0,500,186.125,0,0.0,10.0,9.0,0.0,500,102.65,0,0.0
65929216,124793.11923480034,263942,10.0,8.0,0.0,500,163.425,0,0.0,10.0,7.75,0.0,500,181.35,0,0.0
65994752,124924.37758803368,264412,10.0,8.0,0.0,500,138.525,0,0.0,10.0,8.25,0.0,500,133.15,0,0.0
66060288,125059.39874005318,264879,10.0,7.25,0.0,500,179.85,0,0.0,10.0,8.25,0.0,500,129.45,0,0.0
66125824,125193.16335105896,265330,10.0,8.25,0.0,500,152.775,0,0.025,10.0,7.75,0.0,500,151.0,0,0.025
66191360,125325.2263584137,265817,10.0,8.0,0.0,500,154.95,0,0.0,10.0,8.75,0.0,500,123.4,0,0.0
66256896,125442.74417376518,266304,10.0,8.25,0.0,500,137.925,0,0.0,10.0,8.5,0.0,500,110.95,0,0.0
66322432,125563.80778312683,266708,10.0,7.75,0.0,500,158.525,0,0.0,10.0,8.0,0.0,500,137.125,0,0.0
66387968,125694.66138625145,267141,10.0,7.5,0.0,500,161.3,0,0.0,10.0,8.75,0.0,500,114.05,0,0.025
66453504,125809.02096509933,267601,10.0,8.5,0.0,500,122.575,0,0.0,10.0,8.5,0.0,500,122.3,0,0.0
66519040,125917.13492631912,268075,10.0,8.5,0.0,500,118.35,0,0.0,10.0,8.25,0.0,500,134.9,0,0.025
66584576,126045.56573700905,268517,10.0,7.75,0.0,500,166.6,0,0.0,10.0,7.25,0.0,500,170.925,0,0.0
66650112,126156.44517278671,268962,10.0,9.5,0.0,500,81.35,0,0.0,10.0,9.25,0.0,500,83.025,0,0.0
66715648,126274.4026017189,269462,10.0,9.0,0.0,500,109.6,0,0.0,10.0,8.0,0.0,500,146.6,0,0.0
66781184,126387.7228782177,269971,10.0,9.0,0.0,500,109.2,0,0.0,10.0,8.25,0.0,500,150.125,0,0.0
66846720,126502.78776884079,270424,10.0,8.0,0.0,500,143.8,0,0.0,10.0,7.25,0.0,500,191.7,0,0.0
66912256,126619.79526782036,270851,10.0,8.0,0.0,500,162.475,0,0.0,10.0,7.25,0.0,500,197.025,0,0.0
66977792,126741.40124464035,271286,10.0,8.5,0.0,500,137.15,0,0.0,10.0,8.75,0.0,500,137.825,0,0.0
67043328,126854.76643157005,271793,10.0,9.0,0.0,500,94.55,0,0.0,10.0,9.0,0.0,500,105.525,0,0.0
67108864,126970.2405834198,272279,10.0,9.25,0.0,500,88.65,0,0.0,10.0,8.75,0.0,500,100.85,0,0.0
67174400,127087.83843159676,272708,10.0,6.5,0.0,500,226.675,0,0.0,10.0,8.5,0.0,500,131.475,0,0.0
67239936,127201.88318943977,273229,10.0,8.0,0.0,500,157.65,0,0.0,10.0,7.5,0.0,500,170.775,0,0.0
67305472,127325.68431806564,273682,10.0,8.0,0.0,500,139.175,0,0.0,10.0,8.5,0.0,500,101.325,0,0.0
67371008,127451.46015071869,274198,10.0,8.25,0.0,500,131.675,0,0.0,10.0,7.75,0.0,500,151.15,0,0.025
67436544,127565.52384972572,274641,10.0,8.75,0.0,500,108.275,0,0.0,10.0,8.25,0.0,500,154.7,0,0.0
67502080,127698.11814141273,275174,10.0,6.5,0.0,500,197.55,0,0.0,10.0,7.25,0.0,500,172.45,0,0.0
67567616,127820.20107746124,275662,10.0,8.0,0.0,500,141.025,0,0.025,10.0,7.25,0.0,500,187.775,0,0.025
67633152,127931.51393580437,276132,10.0,8.0,0.0,500,137.325,0,0.0,10.0,7.5,0.0,500,170.125,0,0.025
67698688,128052.58189678192,276569,10.0,7.75,0.0,500,178.325,0,0.0,10.0,7.5,0.0,500,161.375,0,0.0
67764224,128171.33646416664,277056,10.0,7.75,0.0,500,145.7,0,0.0,10.0,9.25,0.0,500,78.225,0,0.0
67829760,128288.1255376339,277555,10.0,8.25,0.0,500,136.125,0,0.025,10.0,8.5,0.0,500,127.55,0,0.0
67895296,128417.1336286068,277986,10.0,8.25,0.0,500,133.95,0,0.0,10.0,8.5,0.0,500,123.225,0,0.025
67960832,128537.64652872086,278521,10.0,8.25,0.0,500,121.525,0,0.0,10.0,6.75,0.0,500,200.15,0,0.0
68026368,128656.64102101326,279031,10.0,8.0,0.0,500,164.4,0,0.0,10.0,8.5,0.0,500,149.4,0,0.0
68091904,128779.6714143753,279460,10.0,8.25,0.0,500,139.6,0,0.0,10.0,8.5,0.0,500,131.975,0,0.025
68157440,128906.64523768425,279991,10.0,8.25,0.0,500,117.65,0,0.025,10.0,7.5,0.0,500,174.9,0,0.0
68222976,129021.65870380402,280428,10.0,8.0,0.0,500,141.425,0,0.0,10.0,8.25,0.0,500,133.825,0,0.0
68288512,129148.2043004036,280888,10.0,8.0,0.0,500,142.75,0,0.025,10.0,7.5,0.0,500,171.525,0,0.0
